Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDI_mean,nDI_var,nDI_stdev,nDI_max,nDI_min,nDI_median,nDI_muc,nDI_notempty,cDI_mean,cDI_var,cDI_stdev,cDI_max,cDI_min,cDI_median,cDI_muc,cDI_notempty
1469,2312.000000,3085748.000000,1726564.000000,3468.000000,1334.666089,746.783737,1.500000,2890.000000,94935.868512,127618.221453,-4218.955017,0.000000,0.000000,0.094532,3.105369,4.174414,-0.138002,0.000000,0.000000,7.374316,13.632228,1.223632,7.374316,3.692184,1.069589,16.000000,15.000000,2.000000,747,1335,2,733,1320,0,762,1351,3,12.022058,  2922.359097,    54.058848,   255.000000,     0.000000,     0.000000, 27795.000000,109,4.266003,   127.843101,    11.306772,   136.000000,     0.000000,     0.000000,  9863.000000,1085
1470,3836.000000,5122864.000000,3232372.000000,5754.000000,1335.470281,842.641293,1.500000,4795.000000,312434.419186,343315.612095,31619.107403,0.000000,0.000000,0.079851,5.203002,5.717270,0.526556,0.000000,0.000000,11.000125,30.341716,2.353204,11.000125,5.508331,1.330107,23.000000,22.000000,2.000000,843,1335,2,821,1320,0,862,1358,3,10.769030,  2630.816521,    51.291485,   255.000000,     0.000000,     0.000000, 41310.000000,162,5.334723,   196.029782,    14.001063,   137.000000,     0.000000,     0.000000, 20464.000000,1533
1471,1400.000000,1863220.000000,887168.000000,2100.000000,1330.871428,633.691428,1.500000,1750.000000,58802.697142,41084.857142,-24191.542857,0.000000,0.000000,0.111737,3.754567,2.623278,-1.544636,0.000000,0.000000,6.489583,8.176021,0.833942,6.489583,2.859374,0.941265,11.000000,14.000000,2.000000,634,1331,2,622,1321,0,648,1342,3,15.846428,  3792.438872,    61.582780,   255.000000,     0.000000,     0.000000, 22185.000000,87,3.996428,    96.006420,     9.798286,    87.000000,     0.000000,     0.000000,  5595.000000,493
1472,736.000000,980944.000000,480580.000000,1104.000000,1332.804347,652.961956,1.500000,920.000000,10730.934782,13755.826086,-2273.478260,0.000000,0.000000,0.138447,1.614856,2.070059,-0.342126,0.000000,0.000000,3.823363,3.735964,0.446602,3.823363,1.932864,0.764376,11.000000,10.000000,2.000000,653,1333,2,643,1322,0,660,1340,3,15.244565,  3659.940106,    60.497438,   255.000000,     0.000000,     0.000000, 11220.000000,44,5.165760,   216.696295,    14.720607,   107.000000,     0.000000,     0.000000,  3802.000000,216
1473,1288.000000,1719588.000000,240520.000000,1932.000000,1335.083850,186.739130,1.500000,1610.000000,34752.347826,33842.944099,-3479.826086,0.000000,0.000000,0.114887,2.479874,2.414980,-0.248315,0.000000,0.000000,5.009742,6.489543,0.680957,5.009742,2.547458,0.879778,11.000000,11.000000,2.000000,187,1335,2,177,1324,0,198,1345,3,8.513198,  2100.021581,    45.825992,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.309782,    33.847239,     5.817838,    50.000000,     0.000000,     0.000000,  2975.000000,350
1474,1248.000000,1663068.000000,554480.000000,1872.000000,1332.586538,444.294871,1.500000,1560.000000,54051.487179,22486.653846,5276.153846,0.000000,0.000000,0.116101,4.022736,1.673550,0.392673,0.000000,0.000000,5.812387,7.239406,0.763723,5.812387,2.690614,0.914068,9.000000,16.000000,2.000000,444,1333,2,433,1324,0,460,1340,3,3.882211,   975.674166,    31.235783,   255.000000,     0.000000,     0.000000,  4845.000000,19,2.476762,    51.768505,     7.195033,    85.000000,     0.000000,     0.000000,  3091.000000,369
1475,2524.000000,3377060.000000,1220004.000000,3786.000000,1337.979397,483.361331,1.500000,3155.000000,162526.465927,113754.928684,-27845.210776,0.000000,0.000000,0.091807,4.729388,3.310176,-0.810273,0.000000,0.000000,8.131372,15.736660,1.376987,8.131372,3.966946,1.112525,15.000000,18.000000,2.000000,483,1338,2,468,1324,0,501,1353,3,1.515451,   384.295837,    19.603464,   255.000000,     0.000000,     0.000000,  3825.000000,15,3.438193,    87.207831,     9.338513,    71.000000,     0.000000,     0.000000,  8678.000000,735
1476,312.000000,415128.000000,245700.000000,468.000000,1330.538461,787.500000,1.500000,390.000000,1934.000000,2413.538461,272.000000,0.000000,0.000000,0.184299,0.913938,1.140551,0.128537,0.000000,0.000000,2.238789,1.404514,0.189068,2.238789,1.185121,0.573948,7.000000,6.000000,2.000000,788,1331,2,783,1324,0,794,1336,3,20.432692,  4808.252689,    69.341565,   255.000000,     0.000000,     0.000000,  6375.000000,25,8.285256,   416.313865,    20.403770,   115.000000,     0.000000,     0.000000,  2585.000000,120
1477,1084.000000,1449232.000000,660712.000000,1626.000000,1336.929889,609.512915,1.500000,1355.000000,32966.819188,25694.671586,-11029.018450,0.000000,0.000000,0.121684,2.960542,2.307476,-0.990446,0.000000,0.000000,5.389703,6.491432,0.711900,5.389703,2.547829,0.892907,12.000000,13.000000,2.000000,610,1337,2,597,1325,0,620,1345,3,7.057195,  1751.396540,    41.849689,   255.000000,     0.000000,     0.000000,  7650.000000,30,2.950184,    96.828541,     9.840149,   108.000000,     0.000000,     0.000000,  3198.000000,320
1478,2620.000000,3509376.000000,2108228.000000,3930.000000,1339.456488,804.667175,1.500000,3275.000000,151429.777099,156802.039694,-59821.941984,0.000000,0.000000,0.090672,4.192530,4.341268,-1.656248,0.000000,0.000000,8.624471,16.231524,1.401594,8.624471,4.028836,1.119113,17.000000,18.000000,2.000000,805,1339,2,787,1325,0,821,1356,3,15.961832,  3816.943941,    61.781420,   255.000000,     0.000000,     0.000000, 41820.000000,164,5.003053,   172.878188,    13.148315,   183.000000,     0.000000,     0.000000, 13108.000000,1032
1479,2628.000000,3523892.000000,2415736.000000,3942.000000,1340.902587,919.229832,1.500000,3285.000000,199401.181126,137047.062404,-75989.162861,0.000000,0.000000,0.090580,5.498284,3.778933,-2.095323,0.000000,0.000000,9.367799,17.227606,1.484367,9.367799,4.150615,1.140723,18.000000,18.000000,2.000000,919,1341,2,901,1325,0,935,1359,3,7.762557,  1919.925327,    43.816952,   255.000000,     0.000000,     0.000000, 20400.000000,80,4.156012,   118.716419,    10.895706,   102.000000,     0.000000,     0.000000, 10922.000000,1119
1480,416.000000,554440.000000,578804.000000,624.000000,1332.788461,1391.355769,1.500000,520.000000,4759.346153,3677.384615,2015.307692,0.000000,0.000000,0.167447,1.532578,1.184171,0.648958,0.000000,0.000000,2.884198,1.848602,0.233369,2.884198,1.359633,0.615670,7.000000,8.000000,2.000000,1391,1333,2,1385,1326,0,1399,1338,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5.985576,   163.040755,    12.768741,    66.000000,     0.000000,     0.000000,  2490.000000,117
1481,2964.000000,3993216.000000,838684.000000,4446.000000,1347.238866,282.956815,1.500000,3705.000000,212898.472334,223634.882591,104634.574898,0.000000,0.000000,0.087019,5.000363,5.252530,2.457560,0.000000,0.000000,10.339914,21.117163,1.759968,10.339914,4.595341,1.207355,20.000000,17.000000,2.000000,283,1347,2,267,1327,0,300,1366,3,7.398785,  1832.566532,    42.808486,   255.000000,     0.000000,     0.000000, 21930.000000,86,4.471322,   143.846291,    11.993593,   137.000000,     0.000000,     0.000000, 13253.000000,1033
1482,824.000000,1100188.000000,468328.000000,1236.000000,1335.179611,568.359223,1.500000,1030.000000,22013.669902,9849.417475,1618.834951,0.000000,0.000000,0.133331,2.849636,1.274992,0.209555,0.000000,0.000000,4.257961,4.139296,0.478575,4.257961,2.034526,0.782198,6.000000,11.000000,2.000000,568,1335,2,559,1329,0,579,1341,3,4.951456,  1239.608819,    35.208078,   255.000000,     0.000000,     0.000000,  4080.000000,16,3.129854,    92.414466,     9.613244,   101.000000,     0.000000,     0.000000,  2579.000000,214
1483,3724.000000,5038864.000000,1201136.000000,5586.000000,1353.078410,322.539205,1.500000,4655.000000,324149.276047,350373.104188,-145113.447905,0.000000,0.000000,0.080644,5.615634,6.069941,-2.513977,0.000000,0.000000,11.766220,28.708864,2.239208,11.766220,5.358065,1.308272,21.000000,20.000000,2.000000,323,1353,2,303,1332,0,343,1371,3,9.175617,  2256.196386,    47.499435,   255.000000,     0.000000,     0.000000, 34170.000000,134,4.605531,   139.550772,    11.813160,   111.000000,     0.000000,     0.000000, 17151.000000,1574
1484,1508.000000,2031064.000000,1304140.000000,2262.000000,1346.859416,864.814323,1.500000,1885.000000,35356.010610,94662.196286,-14863.363395,0.000000,0.000000,0.109004,2.044536,5.474041,-0.859505,0.000000,0.000000,7.627582,11.272683,1.139433,7.627582,3.357481,1.044470,16.000000,16.000000,2.000000,865,1347,2,849,1332,0,874,1363,3,10.145888,  2485.911018,    49.858911,   255.000000,     0.000000,     0.000000, 15300.000000,60,7.051061,   285.675559,    16.901939,   131.000000,     0.000000,     0.000000, 10633.000000,659
1485,3568.000000,4841696.000000,711496.000000,5352.000000,1356.977578,199.410313,1.500000,4460.000000,368191.300448,242966.206277,-34535.174887,0.000000,0.000000,0.081802,6.753160,4.456351,-0.633424,0.000000,0.000000,11.291314,30.610197,2.428990,11.291314,5.532648,1.344235,24.000000,24.000000,2.000000,199,1357,2,180,1333,0,223,1374,3,10.362948,  2535.871876,    50.357441,   255.000000,     0.000000,     0.000000, 36975.000000,145,3.294002,    67.460216,     8.213416,    88.000000,     0.000000,     0.000000, 11753.000000,1213
1486,2036.000000,2741072.000000,478300.000000,3054.000000,1346.302554,234.921414,1.500000,2545.000000,149347.426326,83733.626719,-65199.591355,0.000000,0.000000,0.098624,5.787540,3.244861,-2.526627,0.000000,0.000000,9.131026,13.286738,1.222539,9.131026,3.645097,1.069270,14.000000,20.000000,2.000000,235,1346,2,215,1333,0,252,1360,3,14.778978,  3551.965867,    59.598371,   255.000000,     0.000000,     0.000000, 30090.000000,118,3.620825,    83.155418,     9.118959,    81.000000,     0.000000,     0.000000,  7372.000000,720
1487,1744.000000,2356064.000000,448720.000000,2616.000000,1350.954128,257.293577,1.500000,2180.000000,58417.688073,87108.330275,-18132.513761,0.000000,0.000000,0.103847,2.782802,4.149518,-0.863765,0.000000,0.000000,7.036168,11.521101,1.121673,7.036168,3.394274,1.039015,17.000000,12.000000,2.000000,257,1351,2,245,1334,0,269,1363,3,9.796444,  2403.501283,    49.025516,   255.000000,     0.000000,     0.000000, 17085.000000,67,3.686926,   110.586954,    10.516033,   129.000000,     0.000000,     0.000000,  6430.000000,591
1488,4272.000000,5774812.000000,1754552.000000,6408.000000,1351.781835,410.709737,1.500000,5340.000000,541320.074906,275080.670411,53513.475655,0.000000,0.000000,0.077037,7.809306,3.968427,0.772007,0.000000,0.000000,11.854770,31.301990,2.341515,11.854770,5.594818,1.327900,18.000000,26.000000,2.000000,411,1352,2,385,1336,0,431,1370,3,10.266853,  2513.227765,    50.132103,   255.000000,     0.000000,     0.000000, 43860.000000,172,4.581460,   155.428155,    12.467082,   125.000000,     0.000000,     0.000000, 19572.000000,1389
1489,1816.000000,2451112.000000,1277244.000000,2724.000000,1349.731277,703.328193,1.500000,2270.000000,76264.396475,66588.863436,2192.158590,0.000000,0.000000,0.102456,3.442183,3.005479,0.098942,0.000000,0.000000,6.550119,10.996226,1.058948,6.550119,3.316055,1.019275,13.000000,14.000000,2.000000,703,1350,2,689,1337,0,715,1363,3,11.093061,  2707.165439,    52.030428,   255.000000,     0.000000,     0.000000, 20145.000000,79,5.029735,   146.503798,    12.103875,   102.000000,     0.000000,     0.000000,  9134.000000,689
1490,1708.000000,2308240.000000,1236520.000000,2562.000000,1351.428571,723.957845,1.500000,2135.000000,35260.964871,120682.285714,-19041.142857,0.000000,0.000000,0.104571,1.727071,5.910982,-0.932629,0.000000,0.000000,7.742626,10.137617,0.976583,7.742626,3.183962,0.992132,16.000000,10.000000,2.000000,724,1351,2,714,1337,0,734,1367,3,11.346604,  2766.258236,    52.595230,   255.000000,     0.000000,     0.000000, 19380.000000,76,5.266978,   215.731843,    14.687812,   158.000000,     0.000000,     0.000000,  8996.000000,641
1491,1900.000000,2565032.000000,1693088.000000,2850.000000,1350.016842,891.098947,1.500000,2375.000000,93985.397894,77063.461052,32444.833684,0.000000,0.000000,0.100923,3.993823,3.274741,1.378713,0.000000,0.000000,7.369489,11.911458,1.128111,7.369489,3.451298,1.040999,15.000000,14.000000,2.000000,891,1350,2,877,1338,0,905,1365,3,8.857894,  2181.448989,    46.705984,   255.000000,     0.000000,     0.000000, 16830.000000,66,5.091052,   182.192336,    13.497864,   158.000000,     0.000000,     0.000000,  9673.000000,809
1492,2620.000000,3550312.000000,1710056.000000,3930.000000,1355.080916,652.693129,1.500000,3275.000000,175893.276335,139370.845801,69853.056488,0.000000,0.000000,0.090672,4.869834,3.858663,1.933972,0.000000,0.000000,8.819170,15.842235,1.364695,8.819170,3.980230,1.109205,16.000000,17.000000,2.000000,653,1355,2,636,1341,0,667,1371,3,7.202290,  1785.392434,    42.253904,   255.000000,     0.000000,     0.000000, 18870.000000,74,3.790839,   148.999381,    12.206530,   120.000000,     0.000000,     0.000000,  9932.000000,751
1493,4.000000,5368.000000,632.000000,6.000000,1342.000000,158.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,158,1342,2,158,1342,0,158,1342,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.500000,     3.666666,     1.914854,     4.000000,     0.000000,     2.000000,    10.000000,3
1494,3724.000000,5058460.000000,1674724.000000,5586.000000,1358.340494,449.711063,1.500000,4655.000000,259685.104189,386324.253490,-16789.628356,0.000000,0.000000,0.080644,4.498842,6.692767,-0.290867,0.000000,0.000000,11.272254,30.927644,2.421352,11.272254,5.561262,1.342824,25.000000,18.000000,2.000000,450,1358,2,434,1343,0,468,1383,3,6.915950,  1716.197876,    41.427018,   255.000000,     0.000000,     0.000000, 25755.000000,101,4.267722,   187.375793,    13.688527,   204.000000,     0.000000,     0.000000, 15893.000000,1322
1495,1292.000000,1750280.000000,711356.000000,1938.000000,1354.705882,550.585139,1.500000,1615.000000,30553.634674,48756.235294,-10601.647058,0.000000,0.000000,0.114768,2.171265,3.464815,-0.753396,0.000000,0.000000,5.750849,7.602272,0.798263,5.750849,2.757221,0.927645,14.000000,12.000000,2.000000,551,1355,2,539,1343,0,560,1369,3,1.578947,   400.448448,    20.011208,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.993034,    85.689339,     9.256853,   104.000000,     0.000000,     0.000000,  3867.000000,347
1496,1160.000000,1568952.000000,193388.000000,1740.000000,1352.544827,166.713793,1.500000,1450.000000,31884.979310,25575.668965,-5707.117241,0.000000,0.000000,0.118966,2.616026,2.098374,-0.468244,0.000000,0.000000,4.833367,5.831005,0.626970,4.833367,2.414747,0.855885,11.000000,12.000000,2.000000,167,1353,2,158,1344,0,179,1364,3,6.594827,  1639.602734,    40.492008,   255.000000,     0.000000,     0.000000,  7650.000000,30,2.380172,    42.467078,     6.516676,    71.000000,     0.000000,     0.000000,  2761.000000,498
1497,3904.000000,5316740.000000,2246708.000000,5856.000000,1361.869877,575.488729,1.500000,4880.000000,271239.504098,353041.897540,-135.725409,0.000000,0.000000,0.079385,4.412382,5.743101,-0.002207,0.000000,0.000000,10.234869,26.146955,2.011683,10.234869,5.113409,1.262369,22.000000,18.000000,2.000000,575,1362,2,557,1344,0,592,1384,3,5.290727,  1321.482199,    36.352196,   255.000000,     0.000000,     0.000000, 20655.000000,81,2.746413,    88.141673,     9.388379,   126.000000,     0.000000,     0.000000, 10722.000000,992
1498,3316.000000,4513656.000000,2741752.000000,4974.000000,1361.174909,826.825090,1.500000,4145.000000,289454.552472,196438.552472,66869.447527,0.000000,0.000000,0.083824,5.853662,3.972592,1.352306,0.000000,0.000000,9.910079,22.249167,1.795984,9.910079,4.716902,1.215535,17.000000,19.000000,2.000000,827,1361,2,809,1344,0,846,1377,3,11.919481,  2898.267722,    53.835561,   255.000000,     0.000000,     0.000000, 39525.000000,155,3.866103,   110.996847,    10.535504,   113.000000,     0.000000,     0.000000, 12820.000000,1298
1499,2232.000000,3038432.000000,1351284.000000,3348.000000,1361.304659,605.413978,1.500000,2790.000000,81037.483870,164128.831541,-4337.505376,0.000000,0.000000,0.095648,2.778179,5.626771,-0.148701,0.000000,0.000000,8.500600,16.413993,1.493081,8.500600,4.051418,1.142951,18.000000,14.000000,2.000000,605,1361,2,594,1345,0,619,1379,3,6.397849,  1591.232052,    39.890250,   255.000000,     0.000000,     0.000000, 14280.000000,56,3.895161,   113.373136,    10.647682,    98.000000,     0.000000,     0.000000,  8694.000000,660
1500,1260.000000,1711624.000000,788544.000000,1890.000000,1358.431746,625.828571,1.500000,1575.000000,26770.971428,57349.130158,-12766.742857,0.000000,0.000000,0.115731,1.967146,4.214047,-0.938107,0.000000,0.000000,6.296926,8.124965,0.857527,6.296926,2.850432,0.950056,14.000000,11.000000,2.000000,626,1358,2,615,1345,0,637,1372,3,9.309523,  2289.078066,    47.844310,   255.000000,     0.000000,     0.000000, 11730.000000,46,5.165079,   183.675665,    13.552699,   138.000000,     0.000000,     0.000000,  6508.000000,527
1501,1388.000000,1883340.000000,1040324.000000,2082.000000,1356.873198,749.512968,1.500000,1735.000000,83674.766570,38113.682997,-17797.717579,0.000000,0.000000,0.112059,5.404330,2.461661,-1.149507,0.000000,0.000000,7.978050,12.863719,1.342720,7.978050,3.586602,1.103219,12.000000,16.000000,2.000000,750,1357,2,734,1345,0,764,1368,3,9.185878,  2259.646750,    47.535741,   255.000000,     0.000000,     0.000000, 12750.000000,50,5.557636,   174.404029,    13.206211,    94.000000,     0.000000,     0.000000,  7714.000000,582
1502,2400.000000,3261300.000000,1861084.000000,3600.000000,1358.875000,775.451666,1.500000,3000.000000,122482.393333,131542.500000,-37600.499999,0.000000,0.000000,0.093362,3.811758,4.093716,-1.170160,0.000000,0.000000,7.998837,14.973058,1.329014,7.998837,3.869503,1.099452,17.000000,18.000000,2.000000,775,1359,2,761,1345,0,793,1376,3,12.431249,  3016.689727,    54.924400,   255.000000,     0.000000,     0.000000, 29835.000000,117,5.795416,   195.505022,    13.982311,   134.000000,     0.000000,     0.000000, 13909.000000,955
1503,900.000000,1220512.000000,311000.000000,1350.000000,1356.124444,345.555555,1.500000,1125.000000,24350.222222,20714.062222,-8794.222222,0.000000,0.000000,0.129468,2.802288,2.383829,-1.012062,0.000000,0.000000,5.315586,6.327345,0.732259,5.315586,2.515421,0.901339,13.000000,12.000000,2.000000,346,1356,2,334,1346,0,357,1369,3,9.633333,  2366.328142,    48.644918,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.852222,    48.361897,     6.954271,    74.000000,     0.000000,     0.000000,  2567.000000,352
1504,1852.000000,2520108.000000,929432.000000,2778.000000,1360.749460,501.853131,1.500000,2315.000000,80472.051835,103555.749460,47103.853131,0.000000,0.000000,0.101787,3.538265,4.553229,2.071103,0.000000,0.000000,8.193283,12.644683,1.203242,8.193283,3.555936,1.063614,17.000000,18.000000,2.000000,502,1361,2,484,1346,0,515,1378,3,2.065334,   522.676982,    22.862129,   255.000000,     0.000000,     0.000000,  3825.000000,15,2.546436,    69.205297,     8.318972,    94.000000,     0.000000,     0.000000,  4716.000000,507
1505,1248.000000,1693992.000000,847880.000000,1872.000000,1357.365384,679.391025,1.500000,1560.000000,41369.179487,32713.384615,-8338.307692,0.000000,0.000000,0.116101,3.078866,2.434665,-0.620571,0.000000,0.000000,5.629633,7.751031,0.825587,5.629633,2.784067,0.938111,14.000000,13.000000,2.000000,679,1357,2,670,1346,0,692,1371,3,11.646634,  2836.520582,    53.258995,   255.000000,     0.000000,     0.000000, 14535.000000,57,3.884615,   102.025168,    10.100750,    84.000000,     0.000000,     0.000000,  4848.000000,426
1506,4032.000000,5519104.000000,1545996.000000,6048.000000,1368.825396,383.431547,1.500000,5040.000000,476245.107142,281869.079365,134923.809523,0.000000,0.000000,0.078536,7.421126,4.392246,2.102460,0.000000,0.000000,11.891909,29.102855,2.212763,11.891909,5.394706,1.303101,21.000000,25.000000,2.000000,383,1369,2,361,1348,0,408,1385,3,7.968750,  1969.018621,    44.373625,   255.000000,     0.000000,     0.000000, 32130.000000,126,3.603670,   104.274042,    10.211466,   139.000000,     0.000000,     0.000000, 14530.000000,1328
1507,1876.000000,2555848.000000,1777600.000000,2814.000000,1362.392324,947.547974,1.500000,2345.000000,54480.682302,94623.249466,-5983.309168,0.000000,0.000000,0.101352,2.354681,4.089661,-0.258601,0.000000,0.000000,6.545695,10.216122,0.969226,6.545695,3.196266,0.989635,15.000000,11.000000,2.000000,948,1362,2,937,1350,0,959,1377,3,6.932302,  1720.597547,    41.480086,   255.000000,     0.000000,     0.000000, 13005.000000,51,2.347547,    51.597545,     7.183143,    80.000000,     0.000000,     0.000000,  4404.000000,653
1508,5120.000000,7047740.000000,4685580.000000,7680.000000,1376.511718,915.152343,1.500000,6400.000000,628861.171875,702815.296875,-386675.140625,0.000000,0.000000,0.072524,7.126257,7.964305,-4.381804,0.000000,0.000000,15.163087,38.649924,2.723704,15.163087,6.216906,1.396539,26.000000,23.000000,2.000000,915,1377,2,892,1351,0,936,1399,3,7.271484,  1801.705926,    42.446506,   255.000000,     0.000000,     0.000000, 37230.000000,146,2.850781,    73.789411,     8.590076,   122.000000,     0.000000,     0.000000, 14596.000000,1465
1509,2388.000000,3267148.000000,1268720.000000,3582.000000,1368.152428,531.289782,1.500000,2985.000000,135891.470686,120068.515912,52390.519262,0.000000,0.000000,0.093518,4.257419,3.761693,1.641371,0.000000,0.000000,8.112631,14.070942,1.245763,8.112631,3.751125,1.075998,17.000000,17.000000,2.000000,531,1368,2,516,1354,0,548,1385,3,1.601758,   406.052900,    20.150754,   255.000000,     0.000000,     0.000000,  3825.000000,15,4.037688,   187.564561,    13.695421,   140.000000,     0.000000,     0.000000,  9642.000000,669
1510,1236.000000,1690564.000000,581292.000000,1854.000000,1367.770226,470.300970,1.500000,1545.000000,33620.038834,36482.744336,-14122.524271,0.000000,0.000000,0.116476,2.534585,2.750402,-1.064684,0.000000,0.000000,5.401463,6.453150,0.679938,5.401463,2.540305,0.879339,13.000000,11.000000,2.000000,470,1368,2,459,1355,0,480,1380,3,2.475728,   625.687669,    25.013749,   255.000000,     0.000000,     0.000000,  3060.000000,12,2.763754,    86.727948,     9.312784,   102.000000,     0.000000,     0.000000,  3416.000000,342
1511,108.000000,146928.000000,104028.000000,162.000000,1360.444444,963.222222,1.500000,135.000000,322.666666,946.666666,-470.666666,0.000000,0.000000,0.262483,0.627368,1.840625,-0.915127,0.000000,0.000000,2.730477,0.965098,0.083283,2.730477,0.982394,0.436703,7.000000,4.000000,2.000000,963,1360,2,960,1356,0,967,1367,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.407407,    30.710972,     5.541748,    35.000000,     0.000000,     0.000000,   260.000000,45
1512,3872.000000,5348948.000000,3412360.000000,5808.000000,1381.443181,881.291322,1.500000,4840.000000,170495.388429,584675.499999,-31087.909090,0.000000,0.000000,0.079603,2.804134,9.616147,-0.511302,0.000000,0.000000,12.499884,27.692236,2.125692,12.499884,5.262341,1.285780,24.000000,14.000000,2.000000,881,1381,2,868,1357,0,895,1405,3,9.746900,  2391.075164,    48.898621,   255.000000,     0.000000,     0.000000, 37740.000000,148,4.524793,   154.426148,    12.426831,   180.000000,     0.000000,     0.000000, 17520.000000,1529
1513,2136.000000,2935328.000000,1694012.000000,3204.000000,1374.217228,793.076779,1.500000,2670.000000,89279.408239,130771.205992,-49455.625468,0.000000,0.000000,0.097060,3.245510,4.753831,-1.797824,0.000000,0.000000,8.096402,12.972855,1.183793,8.096402,3.601785,1.057852,18.000000,13.000000,2.000000,793,1374,2,780,1359,0,805,1392,3,7.162921,  1776.068994,    42.143433,   255.000000,     0.000000,     0.000000, 15300.000000,60,6.129681,   337.949919,    18.383414,   184.000000,     0.000000,     0.000000, 13093.000000,837
1514,988.000000,1354292.000000,171436.000000,1482.000000,1370.740890,173.518218,1.500000,1235.000000,21670.672064,21125.668016,4056.663967,0.000000,0.000000,0.125504,2.202232,2.146847,0.412249,0.000000,0.000000,4.474583,5.103734,0.572035,4.474583,2.259144,0.830120,11.000000,12.000000,2.000000,174,1371,2,162,1360,0,182,1381,3,4.903846,  1227.675648,    35.038202,   255.000000,     0.000000,     0.000000,  4845.000000,19,1.954453,    26.985765,     5.194782,    44.000000,     0.000000,     0.000000,  1931.000000,290
1515,1400.000000,1919676.000000,326428.000000,2100.000000,1371.197142,233.162857,1.500000,1750.000000,38998.868571,47509.588571,-15544.948571,0.000000,0.000000,0.111737,2.490087,3.033499,-0.992548,0.000000,0.000000,5.635324,7.185719,0.733953,5.635324,2.680619,0.902033,13.000000,10.000000,2.000000,233,1371,2,223,1360,0,243,1384,3,6.192857,  1541.928469,    39.267397,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.267142,    34.774902,     5.897024,    52.000000,     0.000000,     0.000000,  3174.000000,381
1516,736.000000,1007808.000000,359684.000000,1104.000000,1369.304347,488.701086,1.500000,920.000000,10578.239130,14395.826086,3026.956521,0.000000,0.000000,0.138447,1.591877,2.166371,0.455514,0.000000,0.000000,3.896695,3.761422,0.448721,3.896695,1.939438,0.765583,9.000000,8.000000,2.000000,489,1369,2,481,1360,0,497,1377,3,2.078804,   526.489019,    22.945348,   255.000000,     0.000000,     0.000000,  1530.000000,6,4.744565,   205.567317,    14.337618,   149.000000,     0.000000,     0.000000,  3492.000000,184
1517,1976.000000,2723912.000000,1697620.000000,2964.000000,1378.497975,859.119433,1.500000,2470.000000,43935.813765,215669.991902,-16681.522267,0.000000,0.000000,0.099612,1.771887,8.697754,-0.672749,0.000000,0.000000,10.569254,16.001757,1.490090,10.569254,4.000219,1.142187,22.000000,11.000000,2.000000,859,1378,2,850,1361,0,870,1400,3,11.614372,  2828.202608,    53.180848,   255.000000,     0.000000,     0.000000, 22950.000000,90,5.696862,   218.056415,    14.766733,   135.000000,     0.000000,     0.000000, 11257.000000,763
1518,1040.000000,1427892.000000,727912.000000,1560.000000,1372.973076,699.915384,1.500000,1300.000000,17744.553846,33507.246153,-222.369230,0.000000,0.000000,0.123376,1.684046,3.180003,-0.021103,0.000000,0.000000,4.987426,5.954936,0.660659,4.987426,2.440273,0.870948,11.000000,10.000000,2.000000,700,1373,2,693,1362,0,710,1384,3,4.413461,  1107.018490,    33.271887,   255.000000,     0.000000,     0.000000,  4590.000000,18,4.826923,   162.786184,    12.758768,    87.000000,     0.000000,     0.000000,  5020.000000,335
1519,1608.000000,2208736.000000,456428.000000,2412.000000,1373.592039,283.848258,1.500000,2010.000000,55278.975124,58644.378109,-7919.542288,0.000000,0.000000,0.106695,2.934350,3.112994,-0.420389,0.000000,0.000000,6.154040,9.603114,0.955770,6.154040,3.098889,0.985033,15.000000,14.000000,2.000000,284,1374,2,272,1363,0,298,1389,3,12.527985,  3039.576067,    55.132350,   255.000000,     0.000000,     0.000000, 20145.000000,79,6.325870,   224.573269,    14.985768,   129.000000,     0.000000,     0.000000, 10172.000000,658
